County,School,GradeTested,MathMetStandard,ReadingMetStandard,WritingMetStandard,ScienceMetStandard,MathTotalTested,ReadingTotalTested,WritingTotalTested,ScienceTotalTested,TotalEnrollment,PercentWhite,StudentsPerClassroomTeacher,FreeorReducedPricedMeals,AvgYearsEducationalExperience,PercentTeachersWithAtLeastMasterDegree
Mason,Belfair Elementary,5,40,65,NA,26,78,78,0,79,544,88.0515,17,28.2528,12.7,62.5
Mason,North Mason Senior High School,10,101,141,130,55,180,166,170,168,786,86.7684,18,24.3351,13.6,68.2
Mason,Sand Hill Elementary,5,42,62,NA,23,81,81,0,81,507,81.6568,16,46.6797,12,68.8
Mason,Hood Canal Elem & Junior High,5,8,16,NA,4,28,28,0,26,319,55.7994,15,NA,20.1,33.3
Okanogan,Nespelem Elementary,5,2,9,NA,0,15,15,0,15,175,1.71429,15,53.8043,20.6,75
Okanogan,Omak High School,10,39,88,81,33,104,106,101,98,499,59.9198,14,36.7841,15.8,51.4
Okanogan,E Omak Elementary,5,43,68,NA,28,106,108,0,108,313,57.1885,17,61.9497,18.1,27.8
Okanogan,Paschal Sherman,5,1,6,NA,0,12,12,0,15,218,0,NA,17.6796,NA,NA
Okanogan,Okanogan High School,10,31,65,58,26,74,73,73,70,326,65.3374,12,38.3803,14,51.9
Okanogan,Grainger Elementary,5,30,54,NA,14,69,67,0,71,437,63.8444,17,59.3258,12.9,53.8
Okanogan,Brewster High School,10,29,48,43,19,60,56,57,63,276,32.2464,15,96.2825,13.5,68.4
Okanogan,Brewster Elementary School,5,12,28,NA,4,52,52,0,52,525,12.381,17,95.1613,11.4,48.4
Okanogan,Pateros Elementary,5,10,12,NA,10,16,15,0,15,118,46.6102,7,73.6364,17.3,62.5
Okanogan,Pateros High School,10,13,24,25,11,25,26,26,25,183,60.6557,14,51.4286,15.9,61.5
Okanogan,Liberty Bell Jr Sr High,10,38,47,45,27,51,49,49,49,284,94.0141,14,26.8551,12,70
Okanogan,Methow Valley Elementary,5,27,31,NA,22,34,33,0,35,263,94.6768,15,44.3182,19.7,72.2
Okanogan,Tonasket High School,10,34,58,60,18,83,78,80,82,377,77.7188,15,57.1823,14.8,57.7
Okanogan,Tonasket Elementary School,5,35,54,NA,19,73,73,0,73,453,62.6932,14,62.1053,18.8,53.1
Okanogan,Oroville Elementary,5,15,28,NA,9,42,42,0,42,347,61.3833,14,72.2826,16.6,33.3
Okanogan,Oroville Middle-High School,10,21,38,35,13,52,49,48,52,334,72.4551,15,53.5826,17.6,59.1
Pacific,Long Beach Elementary School,5,28,34,NA,11,39,40,0,41,300,85.3333,15,60.7273,13.1,65
Pacific,Ocean Park Elementary,5,25,37,NA,16,49,48,0,48,220,76.8182,16,77.7778,15.4,64.3
Pacific,Ilwaco Sr High,10,39,79,69,31,80,91,89,80,351,83.4758,NA,51.6245,NA,NA
Pacific,Raymond Jr Sr High School,10,10,36,36,9,39,40,39,38,279,68.8172,13,49.8282,18.7,27.3
Pacific,Raymond Elementary School,5,24,28,NA,15,35,34,0,37,265,71.6981,13,63.3452,16.6,42.9
Pacific,South Bend High School,10,25,35,38,10,44,44,42,48,182,65.9341,10,50.7772,17.8,68.4
Pacific,Chauncey Davis Elementary,5,20,25,NA,6,43,43,0,45,311,51.7685,16,62.7451,15.9,68.4
Pacific,Naselle Elementary,5,18,19,NA,9,29,29,0,29,168,89.2857,56,52.3256,8.4,NA
Pacific,Naselle Jr Sr High Schools,10,11,20,19,5,23,23,23,23,177,87.0056,8,38.2857,13.5,63.6
Pacific,Naselle Youth Camp School,10,NA,9,6,NA,8,10,10,9,118,0,8,0,16.6,66.7
Pacific,Willapa Valley Jr Sr High,10,17,38,33,8,39,39,39,37,221,89.1403,10,29.4931,19.2,56.5
Pacific,Willapa Elementary,5,17,26,NA,10,29,30,0,29,159,87.4214,14,44.5161,19.6,45.5
Pend Oreille,Newport High School,10,45,66,66,31,81,78,80,80,399,94.2356,12,48.1081,14.7,61.8
Pend Oreille,Sadie Halstead Middle School,5,41,62,NA,29,74,74,0,73,350,93.7143,NA,59.2486,NA,NA
Pend Oreille,Cusick Jr Sr High School,10,9,18,18,7,24,24,24,23,145,73.7931,12,46.4286,19.6,58.3
Pend Oreille,Bess Herian Elementary,5,7,11,NA,6,15,15,0,14,133,63.9098,13,26.4706,17.3,40
Pend Oreille,Lillian Bailey Elementary,5,10,15,NA,7,19,19,0,19,68,80.8824,11,51.4706,24.4,100
Pend Oreille,Selkirk Jr-Sr High,10,21,35,34,21,36,35,35,36,196,88.7755,12,38.3085,18.8,70.6
Pierce,Saltars Point Elementary,5,116,135,NA,77,167,169,0,170,440,65.6818,23,20.4082,15.3,57.9
Pierce,Steilacoom High,10,83,152,154,63,162,162,168,159,664,68.6747,21,16.8196,15.1,50
Pierce,Puyallup High School,10,271,502,489,199,573,575,566,543,1761,85.0653,17,15.7241,12.6,58.3
Pierce,Stewart Elementary,5,16,21,NA,12,25,25,0,26,298,67.1141,11,23.0496,12.8,38.5
Pierce,Meeker Elementary,5,38,54,NA,29,62,62,0,62,372,82.7957,19,16.7102,18.4,35
Pierce,Waller Road Elementary,5,19,24,NA,7,33,33,0,32,253,84.1897,11,13.4328,11.8,50
Pierce,Firgrove Elementary,5,56,85,NA,28,122,122,0,122,1018,64.833,18,19.3611,10.5,57.9
Pierce,Spinning Elementary,5,38,51,NA,20,58,58,0,57,340,75.5882,14,19.6532,20.8,66.7
Pierce,Maplewood Elementary,5,26,31,NA,17,38,38,0,38,289,84.7751,16,16.9118,19.5,72.2
Pierce,Woodland Elementary,5,59,83,NA,58,101,101,0,100,543,72.9282,16,28.757,15,51.4
Pierce,Karshner Elementary,5,29,39,NA,20,50,50,0,50,360,74.7222,11,19.0736,13.3,56.3
Pierce,Riverside Elementary,5,13,20,NA,5,26,26,0,26,160,65.625,8,10.6918,12.7,57.1
Pierce,Hilltop Elementary,5,29,30,NA,17,45,43,0,45,481,74.6362,18,20,13,66.7
Pierce,Fruitland Elementary,5,48,75,NA,33,83,83,0,83,599,85.6427,19,20.9571,19.1,58.1
Pierce,Wildwood Elementary,5,40,65,NA,21,75,75,0,75,576,74.1319,19,20.7254,16.3,70
Pierce,Mt View Elementary,5,32,44,NA,17,48,48,0,48,308,89.2857,21,19.2429,20.1,53.3
Pierce,Gov John Rogers High School,10,307,468,453,159,534,539,536,531,1567,76.8347,17,18.5088,15,62.6
Pierce,Sunrise Elementary,5,29,42,NA,21,62,63,0,63,511,94.5205,16,12.8107,13.2,65.6
Pierce,Northwood Elementary,5,27,36,NA,18,40,40,0,40,217,78.341,11,18.3761,15.2,68.4
Pierce,E B Walker High School,10,6,31,31,3,45,50,50,40,227,82.8194,14,19.6911,14.3,43.8
Pierce,Chief Leschi Schools,5,5,16,NA,1,38,37,0,38,725,0,NA,100,NA,NA
Pierce,Chief Leschi Schools,10,4,29,31,2,42,44,43,36,725,0,NA,100,NA,NA
Pierce,Ridgecrest Elementary,5,46,59,NA,38,69,69,0,69,497,73.0382,14,17.2,11,74.3
Pierce,Pope Elementary,5,96,149,NA,60,174,173,0,173,1025,77.4634,19,15.8043,10,68.5
Pierce,Warren Hunt Elem,5,78,99,NA,54,119,119,0,119,824,77.0631,19,19.6407,13,61.4
Pierce,Frank Brouillet Elem,5,77,105,NA,42,131,131,0,130,812,73.2759,18,19.7775,11.2,63
Pierce,Shaw Road Elementary,5,68,75,NA,41,95,95,0,95,581,81.7556,18,16.1812,15.1,75
Pierce,Edward Zeiger Elem,5,68,87,NA,39,106,106,0,106,572,78.3217,15,19.0227,11.6,76.9
Pierce,Emerald Ridge High School,10,282,446,452,158,484,499,494,491,1543,81.5943,NA,17.6269,NA,NA
Pierce,Tacoma School of the Arts,10,67,127,121,49,139,139,136,129,390,78.4615,18,9.65147,12.8,59.1
Pierce,Larchmont,5,25,44,NA,9,66,66,0,66,467,41.97,15,60.6695,17.3,54.8
Pierce,Washington-Hoyt,5,41,45,NA,30,55,55,0,55,369,85.3659,21,10.2981,13.4,55.6
Pierce,Stadium,10,182,269,277,141,285,285,289,283,1678,69.1299,20,24.5016,16.5,51.2
Pierce,Blix Elementary,5,17,45,NA,8,66,64,0,66,426,23.4742,14,89.6629,9.6,56.7
Pierce,Mckinley,5,18,27,NA,14,42,41,0,46,295,24.4068,13,86.5979,12.8,59.1
Pierce,Jefferson,5,16,18,NA,7,24,24,0,24,204,61.2745,17,56.3981,15.4,58.3
Pierce,Franklin,5,16,28,NA,5,43,43,0,43,293,55.6314,15,62.8975,16,35
Pierce,Fern Hill,5,28,66,NA,12,91,91,0,91,554,32.13,21,61.3678,18.1,38.5
Pierce,Sheridan,5,34,50,NA,13,103,103,0,103,656,21.9512,22,69.3721,9.7,36.7
Pierce,Point Defiance,5,33,57,NA,15,62,62,0,62,390,78.7179,19,43.8462,16.1,47.6
Pierce,Lincoln,10,51,156,169,27,243,230,229,236,1586,35.4351,20,63.401,13.1,43
Pierce,Northeast Tacoma,5,36,59,NA,11,80,79,0,83,527,57.4953,20,34.6429,13.1,46.2
Pierce,Manitou Park,5,28,64,NA,17,83,84,0,84,614,41.3681,20,66.3399,12.9,60
Pierce,Roosevelt,5,11,14,NA,4,31,30,0,31,263,29.2776,13,88.0866,17,60
Pierce,Lyon,5,20,24,NA,7,37,37,0,37,318,42.4528,16,74.0741,12.9,70
Pierce,Stanley,5,12,36,NA,8,52,52,0,52,341,21.9941,14,89.5317,11,75
Pierce,Geiger,5,19,30,NA,13,35,35,0,36,231,60.1732,14,50.2146,13.9,56.3
Pierce,Downing,5,29,44,NA,14,56,56,0,53,335,69.8507,17,34.8837,16.4,50
Pierce,Lister,5,47,59,NA,32,77,78,0,78,385,30.6494,15,84.0749,14.6,60
Pierce,Fawcett,5,35,49,NA,19,74,75,0,74,416,53.125,17,57.1429,12.2,62.5
Pierce,Lowell,5,46,64,NA,35,71,72,0,71,401,81.5461,17,21.5686,19.5,43.5
Pierce,Reed,5,25,47,NA,7,69,68,0,69,514,29.1829,15,74.0741,14.2,37.1
Pierce,Edison,5,34,43,NA,10,67,69,0,71,584,45.0342,19,73.1034,13,35.5
Pierce,Browns Point,5,51,66,NA,35,70,70,0,70,410,73.4146,18,8.12808,16,52.2
Pierce,Whitman,5,33,48,NA,21,65,69,0,70,434,49.5392,16,70.6278,16.3,42.9
Pierce,Sherman,5,43,51,NA,26,60,60,0,60,315,78.7302,16,32.2785,17.1,45
Pierce,Delong,5,45,55,NA,23,73,73,0,73,495,45.8586,19,63.9241,18.2,46.2
Pierce,Arlington,5,18,35,NA,4,46,46,0,46,279,47.3118,17,69.8305,17.6,62.5
Pierce,Mann,5,22,35,NA,9,60,60,0,59,523,49.3308,19,65.6311,14,51.9
Pierce,Grant,5,17,35,NA,5,52,52,0,52,356,70.2247,15,44.4744,15.6,54.2
Pierce,Wainwright,5,40,47,NA,25,65,65,0,65,340,48.5294,19,52.7273,12.8,44.4
Pierce,Wilson,10,106,241,244,62,307,316,307,290,1434,70.3626,18,31.0107,15.9,55.1
Pierce,Bryant,5,10,14,NA,4,26,26,0,26,403,41.9355,20,63.4409,6.2,55
Pierce,Mt Tahoma,10,122,303,281,74,405,414,409,376,1882,46.8119,21,52.3782,13.4,40.4
Pierce,Birney,5,33,51,NA,9,70,70,0,70,462,36.7965,17,61.3779,14.2,59.3
Pierce,Whittier,5,25,34,NA,22,37,39,0,41,454,64.978,19,33.7634,19.2,37.5
Pierce,Mccarver,5,14,36,NA,6,63,62,0,63,460,23.2609,16,93.7365,7.9,32.1
Pierce,Skyline,5,38,44,NA,26,51,51,0,51,296,70.2703,13,41.6084,12.6,59.1
Pierce,Boze,5,17,32,NA,7,80,80,0,80,571,20.6655,15,81.5141,10.6,40.5
Pierce,Foss,10,114,233,233,62,314,310,317,305,1737,42.7173,20,51.348,15.6,58
Pierce,Oakland Alternative High School,10,1,10,22,1,15,30,29,22,290,43.7931,21,56.8452,20.2,50
Pierce,Crescent Heights,5,58,83,NA,33,94,93,0,96,579,61.4853,19,16.1179,12.4,53.3
Pierce,Carbonado Historical School 19,5,14,17,NA,9,18,18,0,18,186,96.7742,12,0,12.7,66.7
Pierce,Narrows View Intermediate,5,118,162,NA,76,188,188,0,190,652,64.5706,19,35.7686,12.6,82.9
Pierce,Curtis Senior High,10,250,395,400,149,436,443,441,408,1401,68.4511,19,16.9118,13.6,63.5
Pierce,Drum Intermediate,5,137,168,NA,88,193,192,0,193,619,65.105,17,25.0401,12.4,50
Pierce,Maple Lawn Elementary,5,43,52,NA,22,64,65,0,64,449,81.9599,18,27.8867,16.3,60
Pierce,Sumner Senior High,10,156,279,269,100,308,302,295,290,1613,87.1668,21,20.0517,11.2,56.4
Pierce,Bonney Lake Elementary,5,38,56,NA,24,64,64,0,65,433,84.7575,18,26.8966,9.6,66.7
Pierce,McAlder Elementary,5,47,61,NA,35,74,74,0,76,477,81.761,19,20.6122,14.5,52
Pierce,Victor Falls Elementary,5,56,87,NA,34,102,101,0,105,529,86.9565,20,16.8224,13.7,61.5
Pierce,Emerald Hills Elementary,5,51,63,NA,33,73,71,0,75,434,89.4009,17,28.4038,14.3,57.7
Pierce,Liberty Ridge Elementary,5,34,63,NA,32,76,76,0,77,499,82.5651,19,33.1361,8.6,61.5
Pierce,Crestwood Elementary,5,64,78,NA,29,86,86,0,86,396,85.3535,NA,19.1646,NA,NA
Pierce,Daffodil Valley Elementary,5,48,58,NA,30,77,77,0,76,402,68.6567,17,53.4392,10.5,50
Pierce,Dieringer Heights Elementary,5,99,112,NA,69,125,124,0,125,423,91.253,16,6.01336,14.4,44.4
Pierce,Orting High School,10,58,111,105,48,124,128,128,134,632,88.4494,18,23.2172,12.1,52.8
Pierce,Ptarmigan Ridge Intermediate Sch,5,76,103,NA,34,138,137,0,142,443,86.6817,18,29.0393,14.9,80
Pierce,Lake City Elementary School,5,10,15,NA,2,23,24,0,22,223,55.6054,20,55.1111,13.3,45.5
Pierce,Park Lodge Elementary School,5,26,44,NA,11,63,63,0,63,414,54.8309,20,44.9239,11.4,76.2
Pierce,Clover Park High School,10,76,185,170,43,254,255,253,239,1494,43.0388,20,45.7455,8.1,61.3
Pierce,Tillicum Elementary School,5,16,27,NA,8,50,50,0,50,333,41.7417,19,76.4881,10.3,77.8
Pierce,Lakeview Elementary School,5,28,32,NA,6,52,52,0,52,502,31.0757,20,73.6948,12.1,60
Pierce,Greenwood Elementary School,5,19,34,NA,7,51,51,0,51,381,49.8688,21,49.866,15.2,61.1
Pierce,Custer Elementary School,5,9,21,NA,3,31,31,0,31,377,50.9284,18,59.8404,10,42.9
Pierce,Idlewild Elementary School,5,26,40,NA,13,54,54,0,54,316,71.8354,18,29.5597,17.4,27.8
Pierce,Southgate Elementary School,5,13,39,NA,6,67,67,0,66,463,30.4536,20,69.9789,13.2,65.2
Pierce,Clarkmoor Elementary School,5,20,37,NA,18,43,43,0,43,310,66.7742,19,40.1961,22.5,62.5
Pierce,Tyee Park Elementary School,5,16,27,NA,4,69,69,0,69,430,37.6744,20,67.5481,9.2,54.5
Pierce,Hillside Elementary School,5,11,21,NA,9,39,39,0,40,433,61.4319,21,64.637,17.1,52.4
Pierce,Lake Louise Elementary School,5,27,40,NA,9,58,58,0,58,272,54.7794,18,45.9854,10.9,53.3
Pierce,Beachwood Elementary School,5,28,48,NA,14,78,78,0,76,524,54.0076,22,26.3757,8.4,54.2
Pierce,Dower Elementary School,5,13,30,NA,6,40,40,0,39,315,49.5238,20,52.4752,15.8,50
Pierce,Lakes High School,10,98,208,181,56,250,249,247,231,1451,56.5127,20,26.2731,11.3,51.4
Pierce,Carter Lake Elementary School,5,34,43,NA,17,55,55,0,55,450,74.2222,21,36.1798,11.2,38.1
Pierce,Oakwood Elementary School,5,17,26,NA,5,40,40,0,40,303,20.462,19,72.5086,11.8,25
Pierce,Oakbrook Elementary School,5,32,35,NA,26,38,38,0,38,276,55.0725,18,32.13,11,26.7
Pierce,Evergreen Elementary School,5,26,52,NA,11,78,80,0,78,829,57.1773,21,48.7745,12,46.2
Pierce,A-I High School,10,3,8,10,2,23,26,22,19,153,50.3268,13,54.9669,15.9,58.3
Pierce,Henderson Bay Alt High School,10,4,13,16,3,23,21,22,21,159,82.3899,NA,32.0261,NA,NA
Pierce,Peninsula High School,10,171,292,268,142,301,310,311,288,1482,88.2591,19,20.7397,15,70
Pierce,Harbor Heights Elementary School,5,76,95,NA,55,107,108,0,98,624,83.0128,16,20.8464,17.9,69.2
Pierce,Evergreen Elementary,5,22,33,NA,16,48,48,0,47,636,49.6855,17,59.1331,10.9,60.5
Pierce,Vaughn Elementary School,5,36,81,NA,30,91,91,0,91,462,81.8182,17,36.7521,17,78.6
Pierce,Artondale Elementary School,5,44,64,NA,29,73,73,0,73,608,86.1842,15,11.3636,16.3,62.5
Pierce,Purdy Elementary School,5,61,82,NA,44,95,95,0,95,568,82.2183,15,15.2659,14.3,61.5
Pierce,Discovery Elementary School,5,66,76,NA,55,92,92,0,93,452,81.4159,14,15.7667,14.3,84.8
Pierce,Gig Harbor High,10,251,370,363,167,379,392,387,374,1703,89.7827,21,8.36342,15.8,73.8
Pierce,Minter Creek Elementary,5,40,54,NA,21,67,68,0,66,380,91.0526,15,31.7949,16,84
Pierce,Voyager Elementary,5,77,93,NA,60,99,98,0,99,579,87.0466,17,7.37564,17.8,64.7
Pierce,Collins Elementary,5,43,54,NA,15,70,70,0,70,357,67.507,17,30.5177,13.1,71.4
Pierce,Central Avenue Elementary,5,32,40,NA,10,61,61,0,61,324,66.358,15,45.2174,13.2,57.1
Pierce,James Sales Elementary,5,20,33,NA,4,57,57,0,56,361,43.2133,16,67.4033,9.9,60.9
Pierce,Harvard Elementary,5,15,32,NA,5,52,53,0,54,463,38.013,17,66.3136,7.9,48.1
Pierce,Brookdale Elementary,5,57,63,NA,36,86,86,0,86,401,54.8628,17,49.2958,12.7,82.6
Pierce,Christensen Elementary,5,27,32,NA,4,72,73,0,75,469,35.6077,18,69.1489,9.5,61.5
Pierce,Elmhurst Elementary School,5,32,37,NA,15,65,65,0,65,475,54.5263,18,49.5745,13.7,69.2
Pierce,Washington High School,10,56,145,141,43,207,214,207,204,928,54.6336,18,49.4159,9.2,44.2
Pierce,Gates Secondary School,10,11,32,31,6,54,53,44,50,311,64.6302,21,35.905,13.9,66.7
Pierce,Challenger Secondary School,10,16,34,26,7,35,35,35,35,431,75.8701,NA,42.7699,NA,NA
Pierce,Spanaway Elementary,5,23,37,NA,10,60,58,0,61,412,58.7379,16,50.495,10.6,53.8
Pierce,Roy Elementary,5,23,35,NA,14,49,49,0,49,314,80.5732,15,43.9739,17.9,61.9
Pierce,Clover Creek Elementary,5,32,44,NA,20,78,77,0,82,531,62.1469,20,38.6916,14.1,48.1
Pierce,Kapowsin Elementary,5,33,57,NA,27,69,68,0,69,485,83.9175,19,31.3808,12.6,42.3
Pierce,Bethel High School,10,159,338,317,70,421,423,423,412,1527,73.0845,19,24.5119,15.2,57
Pierce,Elk Plain Elementary,5,39,48,NA,31,60,60,0,61,447,71.8121,17,19.7248,14.7,76.9
Pierce,Chester H Thompson Elementary,5,31,45,NA,13,57,57,0,63,444,57.4324,17,58.7719,14.3,76.9
Pierce,Evergreen Elementary,5,35,48,NA,19,76,75,0,78,636,49.6855,17,59.1331,10.9,60.5
Pierce,Naches Trail Elementary,5,53,71,NA,33,95,93,0,99,810,61.7284,19,27.9245,14.7,46.5
Pierce,Shining Mountain Elementary,5,35,68,NA,14,87,89,0,94,678,67.8466,17,43.5786,12.7,71.8
Pierce,Spanaway Lake High School,10,152,301,290,94,391,388,382,385,1487,56.4223,21,32.674,9.8,65.3
Pierce,Rocky Ridge Elementary,5,33,68,NA,17,99,99,0,99,645,80.155,18,35.0076,14.8,51.4
Pierce,Camas Prairie Elementary,5,44,72,NA,19,108,106,0,108,759,47.9578,21,38.5675,12.3,62.2
Pierce,Graham Elementary,5,81,102,NA,55,124,123,0,127,802,77.6808,19,25.7557,11.2,69.8
Pierce,Centennial Elementary,5,29,59,NA,23,88,88,0,88,609,77.0115,18,41.0853,13.8,64.7
Pierce,Pioneer Valley Elementary,5,66,94,NA,52,119,120,0,125,819,65.5678,18,23.1047,15,73.3
Pierce,North Star Elementary,5,66,78,NA,44,96,97,0,102,649,80.1233,18,28.9193,13.1,43.2
Pierce,Eatonville Elementary School,5,41,49,NA,30,55,55,0,57,365,87.3973,15,29.6196,10.3,33.3
Pierce,Eatonville High School,10,96,166,162,75,196,198,197,190,758,93.2718,19,22.0588,14,66.7
Pierce,Weyerhaeuser Elementary,5,41,56,NA,17,80,80,0,80,405,88.1481,18,25.7212,13.2,60.9
Pierce,Columbia Crest Elementary School,5,16,21,NA,12,24,23,0,24,123,95.935,12,30.8943,13.9,40
Pierce,Collins Alternative Programs,5,5,12,NA,4,14,14,0,14,418,0,23,18,14.6,72.2
Pierce,Collins Alternative Programs,10,16,44,42,6,59,56,57,46,418,0,23,18,14.6,72.2
Pierce,Elk Ridge Elementary,5,27,43,NA,20,47,49,0,51,353,83.2861,15,29.3103,15.5,66.7
Pierce,Wilkeson Elementary School,5,29,45,NA,15,53,53,0,53,245,93.8776,14,33.4677,13.6,61.1
Pierce,Wickersham School Of Discovery,5,19,28,NA,12,33,33,0,33,212,93.3962,13,16.2791,11,62.5
Pierce,Foothills Elementary,5,48,81,NA,24,107,107,0,108,562,87.1886,16,35.5752,15.1,55.6
Pierce,Mountain Meadow Elementary,5,46,60,NA,26,64,64,0,66,460,91.087,16,28.4211,13.9,60.7
Pierce,Fife High School,10,147,226,226,85,256,260,256,243,809,74.4129,17,22.3634,16,60.4
Pierce,Endeavour Intermediate,5,49,80,NA,28,110,109,0,110,451,63.1929,16,39.4737,13.7,65.5
Pierce,Hedden Elementary School,5,73,98,NA,57,118,118,0,118,443,65.6885,17,36.6516,13.5,80.8
San Juan,Orcas Island Elementary School,5,27,34,NA,19,41,41,0,40,238,92.8571,13,32.906,15.9,38.9
San Juan,Orcas Island High School,10,17,30,26,14,28,33,28,29,185,94.0541,10,17.9191,10.3,36.8
San Juan,Lopez Middle High School,10,19,20,19,15,22,22,22,22,154,88.3117,15,36.6667,23.7,70
San Juan,Lopez Elementary School,5,9,13,NA,6,19,19,0,18,93,79.5699,7,44.4444,14.9,30.8
San Juan,Friday Harbor Elementary School,5,40,50,NA,27,67,66,0,65,379,80.7388,19,27.8215,13.4,60
San Juan,Friday Harbor High School,10,42,63,62,37,64,69,69,64,311,88.4244,17,19.7531,15.4,77.8
Skagit,Concrete Elementary,5,27,44,NA,22,55,54,0,55,388,89.433,14,59,11.5,44.4
Skagit,Concrete High School,10,14,34,33,15,40,40,39,39,223,91.4798,14,41.0891,17.3,50
Skagit,Burlington Edison High School,10,163,245,244,106,280,280,278,269,1145,78.4279,18,22.8758,11.8,67.7
Skagit,Edison Elementary,5,42,49,NA,31,57,56,0,56,496,92.5403,21,21.4859,16.4,58.3
Skagit,West View Elementary,5,12,26,NA,2,50,50,0,51,472,26.2712,17,79.4311,11.6,39.3
Skagit,Lucille Umbarger Elementary,5,38,60,NA,28,84,84,0,84,712,67.4157,19,40.39,13.4,52.6
Skagit,Allen Elementary,5,25,32,NA,16,52,51,0,52,509,54.8134,17,64.2857,13.7,43.3
Skagit,Bay View Elementary,5,44,53,NA,39,58,58,0,58,524,83.3969,16,22.0952,12.8,48.5
Skagit,State Street High School,10,6,11,12,2,35,34,39,24,387,0,24,30.8673,12.7,68.8
Skagit,Sedro Woolley Senior High School,10,132,219,213,104,250,254,246,242,1211,87.2832,18,35.2682,13.5,59.7
Skagit,Central Elementary School,5,25,36,NA,12,54,55,0,58,246,76.4228,21,60.4839,15.1,66.7
Skagit,Big Lake Elementary School,5,20,25,NA,23,32,32,0,32,223,89.2377,17,25,10.2,61.5
Skagit,Lyman Elementary School,5,6,13,NA,2,20,20,0,20,172,90.6977,13,42.1965,10.8,84.6
Skagit,Mary Purcell Elementary School,5,15,28,NA,17,42,41,0,42,428,79.4393,15,52,11.2,55.2
Skagit,Samish Elementary School,5,18,23,NA,13,37,37,0,37,197,90.3553,18,27.027,15.1,63.6
Skagit,Clear Lake Elementary School,5,15,28,NA,12,32,32,0,32,229,91.2664,12,32.3144,13.6,57.9
Skagit,Evergreen Elementary School,5,22,47,NA,14,74,74,0,78,829,57.1773,21,48.7745,12,46.2
Skagit,Learning Opportunity Center,10,2,NA,NA,NA,10,8,8,8,43,90.6977,NA,41.0714,NA,NA
Skagit,Anacortes High School,10,128,194,203,94,223,225,229,215,1010,90.6931,19,20.1058,16.4,55.8
Skagit,Mount Erie Elementary,5,43,65,NA,46,69,69,0,69,439,90.8884,18,23.0047,17.2,84
Skagit,Fidalgo Elementary,5,45,52,NA,26,63,64,0,64,415,89.1566,20,18.6441,18,76.2
Skagit,Island View Elementary,5,40,55,NA,32,66,65,0,65,434,77.1889,16,43.2624,15.3,53.6
Skagit,La Conner High School,10,30,40,35,22,43,42,43,43,214,72.4299,10,24,15.9,71.4
Skagit,La Conner Elementary,5,29,32,NA,13,47,47,0,46,299,56.5217,12,42.0139,12.8,54.2
Skagit,Conway School,5,27,44,NA,21,52,52,0,52,450,84.8889,19,22.3947,13.9,54.2
Skagit,Mount Vernon High School,10,166,305,286,106,386,404,398,339,1789,57.7418,21,45.5839,13.8,65.5
Skagit,Lincoln Elementary School,5,30,38,NA,16,50,50,0,50,431,76.5661,17,37.788,11.7,73.1
Skagit,Washington Elementary School,5,31,44,NA,21,60,60,0,63,398,59.799,17,53.7662,7.3,62.5
Skagit,Madison Elementary,5,15,27,NA,8,50,50,0,49,531,65.9134,20,57.5985,14.8,34.6
Skagit,Jefferson Elementary,5,34,53,NA,28,68,68,0,72,481,76.9231,20,28.5124,15.9,45.8
Skagit,Little Mountain Elementary,5,50,71,NA,34,96,95,0,98,554,45.4874,15,57.9407,14.7,55.6
Skagit,Centennial Elementary School,5,43,58,NA,26,92,89,0,96,627,35.5662,17,74.9191,15.1,51.4
Skamania,Mill A Elementary School,5,8,9,NA,6,12,12,0,12,76,85.5263,13,57.5,14.1,83.3
Skamania,Stevenson Elementary,5,14,20,NA,8,21,21,0,24,514,22.5681,16,42.7767,5.6,57.6
Skamania,Carson Elementary,5,17,37,NA,16,44,43,0,46,273,78.7546,15,54.1667,15.8,72.2
Skamania,Stevenson High School,10,47,86,80,25,94,96,97,93,396,86.6162,18,35.1064,15.4,72.7
Snohomish,Garfield Elementary School,5,31,44,NA,19,64,63,0,63,448,68.5268,18,67.8241,12,40
Snohomish,Everett High School,10,161,294,294,124,354,367,365,326,1724,77.2042,21,35.8065,14,50.6
Snohomish,Silver Lake Elementary,5,37,56,NA,23,72,72,0,71,555,60.3604,20,42.5651,14.2,53.6
Snohomish,Madison Elementary,5,46,70,NA,30,89,90,0,90,531,65.9134,20,57.5985,14.8,34.6
Snohomish,Jackson Elementary School,5,35,46,NA,26,59,60,0,58,366,73.7705,17,48.913,11,36.4
Snohomish,Whittier Elementary,5,37,50,NA,19,60,60,0,60,382,79.5812,17,36.87,17.2,40.9
Snohomish,Lowell Elementary,5,25,38,NA,17,53,54,0,53,470,66.5957,17,47.8351,13.7,39.3
Snohomish,Hawthorne Elementary School,5,17,33,NA,5,65,65,0,67,493,53.3469,17,85.4,13.1,51.7
Snohomish,View Ridge Elementary,5,75,94,NA,59,107,107,0,107,615,76.4228,16,29.064,13.9,51.3
Snohomish,Emerson Elementary School,5,37,51,NA,17,61,61,0,61,561,54.7237,19,52.8399,13.5,43.3
Snohomish,Cascade High School,10,207,370,354,109,446,440,435,424,502,74.9004,15,38.4298,13.7,54.5
Snohomish,Jefferson Elementary,5,43,59,NA,32,71,71,0,70,481,76.9231,20,28.5124,15.9,45.8
